time="2018-07-24T14:21:54+05:30" level=info msg="Using In cluster config."
time="2018-07-24T14:21:54+05:30" level=info msg="unable to load in-cluster configuration, KUBERNETES_SERVICE_HOST and KUBERNETES_SERVICE_PORT must be defined"
time="2018-07-25T15:57:39+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:57:42+05:30" level=info msg="Uploading data"
time="2018-07-25T15:57:42+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:58:37+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:58:37+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:58:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:58:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:58:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:06+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:59:06+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:06+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:06+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T15:59:45+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:45+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:45+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:45+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Uploading data"
time="2018-07-25T15:59:55+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Data is posted successfully"
time="2018-07-25T15:59:55+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T15:59:55+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:00:28+05:30" level=info msg="Delete object: &Pod{ObjectMeta:k8s_io_apimachinery_pkg_apis_meta_v1.ObjectMeta{Name:curlpod-7a7wz7,GenerateName:,Namespace:jenkins-abx-service-aws-deploy-new-dev-320,SelfLink:/api/v1/namespaces/jenkins-abx-service-aws-deploy-new-dev-320/pods/curlpod-7a7wz7,UID:bdda1813-8ff5-11e8-9f4a-069c6679241c,ResourceVersion:49237545,Generation:0,CreationTimestamp:2018-07-25 16:00:24 +0530 IST,DeletionTimestamp:2018-07-25 16:00:28 +0530 IST,DeletionGracePeriodSeconds:*0,Labels:map[string]string{},Annotations:map[string]string{},OwnerReferences:[],Finalizers:[],ClusterName:,Initializers:nil,},Spec:PodSpec{Volumes:[{default-token-2sq5f {nil nil nil nil nil SecretVolumeSource{SecretName:default-token-2sq5f,Items:[],DefaultMode:*420,Optional:nil,} nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil}}],Containers:[{curlpod-7a7wz7 symphony-docker-local.jfrog.io/symphony/curl:1.1 [] [curl --max-time 60 --silent -X POST --data {\"id\":\"provisioning-service-auth\",\"path\":\"/provisioning/authn/callback\"} -H Authorization:Basic c3ltcGhvbnktYWRtaW5Adm13YXJlLmNvbTpWTXdhcmUxMjMh https://heimdall-service.jenkins-abx-service-aws-deploy-new-dev-320.svc.cluster.local:9443/admin/services]  [] [] [{DIPLOMA_INT_CERT -----BEGIN CERTIFICATE-----\nMIIDRTCCAi2gAwIBAgIUCMD22FTkyrAcIXwTljcnbtBFpqIwDQYJKoZIhvcNAQEL\nBQAwHjEcMBoGA1UEAxMTVGhlIERpcGxvbWEgUm9vdCBDQTAeFw0xNzA3MTkwNzI2\nMzRaFw0yMjA3MTgwNzI3MDRaMBoxGDAWBgNVBAMTD3N5bS10dXJuLWtleS1jYTCC\nASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALJDFRKF+JnvWuZYwjtG3z1F\nmhzS89ujzsYqzZWrug4/e/3R80LTBojn72MbCL9MJshvqpkYbwUBrCvUl9tWcd3r\nzCEpFgqIyKdwXn9j9C3Wneh87n87k7iTwphuRS9HwaCB/SpUcZ3K1zJKAq0o3NKr\n4BkJSwxoV35MEU6t2OZSCouSk+lbsxeAF/Z1gNQwf7NY5GSFbC+A+i7Df8oqr/lI\n1+6k1s+HQddfoITUkzHD4Xxa5lz2/A2+eyGaynj36ESqcZmk3USLovJK9HjLdHnq\n6h5p4YnDFehATYmCC2ugHCbaYpBsSD5GOGSSPQwAdjZkHR1ATmbk+pKpREWYThkC\nAwEAAaN/MH0wDgYDVR0PAQH/BAQDAgEGMA8GA1UdEwEB/wQFMAMBAf8wHQYDVR0O\nBBYEFKV1myNcdw9PMB4sEORzVKnSvgjeMB8GA1UdIwQYMBaAFPRh4OBYbNgv6VV3\nlsf0TV5AnntjMBoGA1UdEQQTMBGCD3N5bS10dXJuLWtleS1jYTANBgkqhkiG9w0B\nAQsFAAOCAQEANnsDNjNtsZFl62myewSVC9RDJGYJTsfZubvdc78BE3cle8Prv2ij\ngLzy99ZarVyqFS+f3bs/i00vSfoRu4JRZnl1XDi/KVCVjTIQRQjw3xV77od/WGqx\noTAQgmXvCILVaR9L5wBuHtrGtnb/W1x3+7sqfdxtrihkhUq/K4lYCp1rLp3e7Qqy\nziKFILJrKSFCkcpVEY9hmUCKn2Ry4OBlzIqnwfcygeZ2pTDCW7QqE9mtETAnyc/u\nplXHKN2Anui5i5ehYxWh7ml1tidq2JKvnFmiSrm1vkN5aygIEW75mHsCI5CrX7jd\ngZmXzjT+1ab4Nd7B3Gjx9Rus0wJ0nPVZBw==\n-----END CERTIFICATE-----\n nil}] {map[] map[]} [{default-token-2sq5f true /var/run/secrets/kubernetes.io/serviceaccount  <nil>}] [] nil nil nil /dev/termination-log File IfNotPresent nil false false false}],RestartPolicy:Never,TerminationGracePeriodSeconds:*30,ActiveDeadlineSeconds:*120,DNSPolicy:ClusterFirst,NodeSelector:map[string]string{},ServiceAccountName:default,DeprecatedServiceAccount:default,NodeName:ip-172-20-35-79.us-west-1.compute.internal,HostNetwork:false,HostPID:false,HostIPC:false,SecurityContext:&PodSecurityContext{SELinuxOptions:nil,RunAsUser:nil,RunAsNonRoot:nil,SupplementalGroups:[],FSGroup:nil,RunAsGroup:nil,Sysctls:[],},ImagePullSecrets:[{registrysecret}],Hostname:,Subdomain:,Affinity:nil,SchedulerName:default-scheduler,InitContainers:[],AutomountServiceAccountToken:nil,Tolerations:[{node.kubernetes.io/not-ready Exists  NoExecute 0xc421f9df40} {node.kubernetes.io/unreachable Exists  NoExecute 0xc421f9df60}],HostAliases:[],PriorityClassName:,Priority:*0,DNSConfig:nil,ShareProcessNamespace:nil,ReadinessGates:[],},Status:PodStatus{Phase:Succeeded,Conditions:[{Initialized True 0001-01-01 00:00:00 +0000 UTC 2018-07-25 16:00:24 +0530 IST PodCompleted } {Ready False 0001-01-01 00:00:00 +0000 UTC 2018-07-25 16:00:27 +0530 IST PodCompleted } {PodScheduled True 0001-01-01 00:00:00 +0000 UTC 2018-07-25 16:00:24 +0530 IST  }],Message:,Reason:,HostIP:172.20.35.79,PodIP:10.246.6.98,StartTime:2018-07-25 16:00:24 +0530 IST,ContainerStatuses:[{curlpod-7a7wz7 {nil nil ContainerStateTerminated{ExitCode:0,Signal:0,Reason:Completed,Message:,StartedAt:2018-07-25 16:00:26 +0530 IST,FinishedAt:2018-07-25 16:00:26 +0530 IST,ContainerID:docker://ad3c3254f48ca72d27c76c76e6b0ef4042d128aabed73b7a84d42670159ec924,}} {nil nil nil} false 0 symphony-docker-local.jfrog.io/symphony/curl:1.1 docker-pullable://symphony-docker-local.jfrog.io/symphony/curl@sha256:e7cb2249d58c0d09b4a20f6e2eb37c8d5a350ae7d56980369a87249385157ac0 docker://ad3c3254f48ca72d27c76c76e6b0ef4042d128aabed73b7a84d42670159ec924}],QOSClass:BestEffort,InitContainerStatuses:[],NominatedNodeName:,},}\n"
time="2018-07-25T16:00:28+05:30" level=info msg="Processing delete to pod: jenkins-abx-service-aws-deploy-new-dev-320/curlpod-7a7wz7"
time="2018-07-25T16:00:28+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-new-dev-320/curlpod-b2ycvq"
time="2018-07-25T16:00:28+05:30" level=info msg="Processing update to pod: jenkins-abx-service-aws-deploy-new-dev-320/curlpod-b2ycvq"
time="2018-07-25T16:00:28+05:30" level=info msg="Processing update to pod: jenkins-abx-service-aws-deploy-new-dev-320/curlpod-b2ycvq"
time="2018-07-25T16:00:29+05:30" level=info msg="Processing update to pod: kube-system/monitoring-influxdb-0"
time="2018-07-25T16:00:29+05:30" level=info msg="Processing update to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/curlpod-3qqhdn"
time="2018-07-25T16:00:30+05:30" level=info msg="Processing update to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/curlpod-3qqhdn"
time="2018-07-25T16:00:30+05:30" level=info msg="Delete object: &Pod{ObjectMeta:k8s_io_apimachinery_pkg_apis_meta_v1.ObjectMeta{Name:curlpod-3qqhdn,GenerateName:,Namespace:jenkins-abx-service-aws-deploy-upgrade-dev-310,SelfLink:/api/v1/namespaces/jenkins-abx-service-aws-deploy-upgrade-dev-310/pods/curlpod-3qqhdn,UID:baaf8a5b-8ff5-11e8-b14f-0688c373e97a,ResourceVersion:49237568,Generation:0,CreationTimestamp:2018-07-25 16:00:19 +0530 IST,DeletionTimestamp:2018-07-25 16:00:29 +0530 IST,DeletionGracePeriodSeconds:*0,Labels:map[string]string{},Annotations:map[string]string{},OwnerReferences:[],Finalizers:[],ClusterName:,Initializers:nil,},Spec:PodSpec{Volumes:[{default-token-jlp89 {nil nil nil nil nil SecretVolumeSource{SecretName:default-token-jlp89,Items:[],DefaultMode:*420,Optional:nil,} nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil nil}}],Containers:[{curlpod-3qqhdn symphony-docker-local.jfrog.io/symphony/curl:1.1 [] [curl --max-time 10 --silent -H x-xenon-auth-token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ4biIsInN1YiI6Ii9jb3JlL2F1dGh6L3VzZXJzLzY4ZTg1YTEyNGMyMjg3NTMyOWViMjJlNzE3ZjRiMDk0ZTgyMGI0NDZmNjJlMmVjM2NkYzQxYzY4Nzk1NzRlYzAiLCJleHAiOjE1MzI1MTgyMDd9.JMvD3rdUohtULnjVnT9KwpNPnkSnBa1T_jKiYo_b_WE http://10.246.6.91:8600/core/node-groups/default]  [] [] [] {map[] map[]} [{default-token-jlp89 true /var/run/secrets/kubernetes.io/serviceaccount  <nil>}] [] nil nil nil /dev/termination-log File IfNotPresent nil false false false}],RestartPolicy:Never,TerminationGracePeriodSeconds:*30,ActiveDeadlineSeconds:*120,DNSPolicy:ClusterFirst,NodeSelector:map[string]string{},ServiceAccountName:default,DeprecatedServiceAccount:default,NodeName:ip-172-20-46-128.us-west-1.compute.internal,HostNetwork:false,HostPID:false,HostIPC:false,SecurityContext:&PodSecurityContext{SELinuxOptions:nil,RunAsUser:nil,RunAsNonRoot:nil,SupplementalGroups:[],FSGroup:nil,RunAsGroup:nil,Sysctls:[],},ImagePullSecrets:[{registrysecret}],Hostname:,Subdomain:,Affinity:nil,SchedulerName:default-scheduler,InitContainers:[],AutomountServiceAccountToken:nil,Tolerations:[{node.kubernetes.io/not-ready Exists  NoExecute 0xc420c33eb0} {node.kubernetes.io/unreachable Exists  NoExecute 0xc420c33ee0}],HostAliases:[],PriorityClassName:,Priority:*0,DNSConfig:nil,ShareProcessNamespace:nil,ReadinessGates:[],},Status:PodStatus{Phase:Succeeded,Conditions:[{Initialized True 0001-01-01 00:00:00 +0000 UTC 2018-07-25 16:00:19 +0530 IST PodCompleted } {Ready False 0001-01-01 00:00:00 +0000 UTC 2018-07-25 16:00:29 +0530 IST PodCompleted } {PodScheduled True 0001-01-01 00:00:00 +0000 UTC 2018-07-25 16:00:19 +0530 IST  }],Message:,Reason:,HostIP:172.20.46.128,PodIP:10.246.17.242,StartTime:2018-07-25 16:00:19 +0530 IST,ContainerStatuses:[{curlpod-3qqhdn {nil nil ContainerStateTerminated{ExitCode:0,Signal:0,Reason:Completed,Message:,StartedAt:2018-07-25 16:00:21 +0530 IST,FinishedAt:2018-07-25 16:00:29 +0530 IST,ContainerID:docker://892bbdfbf7631641002796049254b504255942e7d2fc2547d9b6ce20f60b6470,}} {nil nil nil} false 0 symphony-docker-local.jfrog.io/symphony/curl:1.1 docker-pullable://symphony-docker-local.jfrog.io/symphony/curl@sha256:e7cb2249d58c0d09b4a20f6e2eb37c8d5a350ae7d56980369a87249385157ac0 docker://892bbdfbf7631641002796049254b504255942e7d2fc2547d9b6ce20f60b6470}],QOSClass:BestEffort,InitContainerStatuses:[],NominatedNodeName:,},}\n"
time="2018-07-25T16:00:30+05:30" level=info msg="Processing delete to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/curlpod-3qqhdn"
time="2018-07-25T16:21:04+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:21:04+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T16:21:04+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:04+05:30" level=info msg="Uploading data"
time="2018-07-25T16:21:04+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T16:21:04+05:30" level=info msg="Starting kubewatch controller"
time="2018-07-25T16:21:04+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:21:14+05:30" level=info msg="Start Position = 0\n"
time="2018-07-25T16:21:14+05:30" level=info msg="End Position = 0\n"
time="2018-07-25T16:21:14+05:30" level=info msg="Buffer Size = 2000\n"
time="2018-07-25T16:21:14+05:30" level=info msg="Uploading data"
time="2018-07-25T16:21:14+05:30" level=info msg="Read 0 from buffer\n"
time="2018-07-25T16:21:14+05:30" level=error msg="Data posting is failed with error %d500"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/heimdall-data-1"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: buma/heimdall-data-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/postgres-latest-869567f89b-xmkbd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-controller-manager-ip-172-20-33-216.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: istio-system/istio-galley-67c97d7748-2crlt"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: junweili/sym-inventory-service-190-5767d9fff4-rr74n"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: diploma/vault-6c596854cc-j7fg7"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: blue-demo/automation-service-deployment-141-85c9ff45c5-kbrdc"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: qz-sym-0/heimdall-7868fc4f84-w87lp"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-qlhpr"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-slv9c"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/symphony-ui-77bf44b76d-c6hbb"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-z59vk"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-new-dev-320/csp-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/heimdall-data-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/sym-inventory-service-190-6d56b6449c-2rxjb"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: blue-demo/vrbc-adapter-deployment-1-1-599-847f8b476f-gz2vp"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: ssinghvi-test-lemans/lemans-gateway-76cd6d5775-fznqc"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-fr746"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: istio-system/istio-cleanup-secrets-rjw58"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-4nl6m"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: tgjul24-4/symphony-ui-7c745c9f44-956ch"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/etcd-server-ip-172-20-33-216.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: test-pgeetha/details-v1-86d74b49ff-8l9bd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: shij-test3/heimdall-data-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/symphony-2757-5f74dc964-5jfz2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/provisioning-ui-ccd4bb467-qn9w4"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-hcfvd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: tgjul24-4/cerebro-68-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/symphony-2757-755f55495d-ztf68"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-42-74.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: blue-demo/consumer-service-463-766d85c677-f56cb"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-sszzg"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-b7gf5"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: pipelineui/pipeline-ui-58979bdfcc-qpfn6"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-new-dev-320/heimdall-data-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-inventory-it/ops-zk-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/abx-service-promoted-dev-57f74d8c8c-77hxg"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-82lg9"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-vg7v4"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: apundlik/ops-kafka-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-29-tgeorgiev/cerebro-68-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: test-pgeetha/productpage-v1-6c558dc467-gzqw7"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/tapestry-service-kate-689c8749ff-pbc6m"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-7xdvd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-ctgw5"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/heimdall-data-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/heimdall-data-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/deployment-ui-7447954b4f-bzzwd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-fbtzk"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-hqlz2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-fsnjd"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-inventory-it/event-broker-promoted-dev-5f6d4df584-96k2t"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-inventory-it/sym-inventory-service-190-5fb58bf78d-6vtpf"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-pz6zj"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/provisioning-service-promoted-dev-86f5cf44df-lcf9s"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: strivedi-test-1/curlpod-9q7dzu"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/csp-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-wzkgz"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: diploma/diploma-tester-c95969549-zvc58"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-callback/ops-kafka-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-28-krastevap/deployment-ui-795d7bddb4-vhdjr"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/automation-ui-5b6974bb78-stjkv"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kmcdonough/heimdall-data-1"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-9qnv2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-q8fvh"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-apiserver-ip-172-20-37-37.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-51-236.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: ssinghvi-lemans-postgres/heimdall-data-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/cerebro-68-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: default/ops-zk-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-xjnzl"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: buma/legato-service-84dcfb979d-ngkbm"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: istio-system/istio-citadel-d4768cc5f-6ntvq"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/cerebro-70-1"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/automation-ui-6b94694977-qw6fn"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-d84w6"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-hmlbx"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-9h28h"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: issue-detector/docker-issue-detector-x6zvp"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jaeger/jaeger-agent-8m4pv"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: sfeldstein/cmf-ignite-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/li-agent-mcg6w"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/provisioning-ui-64bc68c4dd-85z6z"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/symphony-2749-59fb949bd6-5fqnq"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/cerebro-68-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: wf-monitoring/wf-telegraf-daemonset-2mjgn"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-32-akracheva/csp-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: pyarlagadda-dev/tapestry-service-quorum-5b694498f4-qthsf"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-47-130.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/event-broker-promoted-dev-8578794d6c-g5dbx"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-callback/extensibility-ui-58b47dfd4c-8zc7q"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/provisioning-ui-85b77655cd-npsjk"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-31-akambivelu/blueprint-ui-687f6bffdb-4hf8f"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-new-dev-320/event-broker-promoted-dev-77bfb44c8c-vhcs7"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-deploy-symphony-selfserve-25-hstancheva/sym-inventory-service-190-699798b587-g76c8"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/ops-kafka-0"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/vrbc-transformer-deployment-57f959845c-p2bhj"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-abx-service-aws-deploy-upgrade-dev-310/sym-inventory-service-190-5d79bcb96f-ff5hn"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: abx-callback/heimdall-data-2"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: kube-system/kube-proxy-ip-172-20-37-37.us-west-1.compute.internal"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: be-84/lemans-gateway-55b7b6f89f-chpkn"
time="2018-07-25T16:21:23+05:30" level=info msg="Processing add to pod: jenkins-self-service-deployment-kops-72/symphony-ui-77bf44b76d-msgp4"
